names,scores,logfoldchanges,pvals,pvals_adj,log2fc,significant
ENSG00000304508,-0.011696102,-3.3641171,0.9906680736106185,1.0,-4.853395,False
ENSG00000258843,-0.011696102,-2.5166268,0.9906680736106185,1.0,-3.6307251,False
ENSG00000286933,-0.011696102,-1.9128822,0.9906680736106185,1.0,-2.7597055,False
LINC01953,-0.011696102,-2.3453355,0.9906680736106185,1.0,-3.383604,False
LINC00572,-0.011696102,-1.6888741,0.9906680736106185,1.0,-2.4365304,False
ENSG00000304822,-0.011696102,-3.4722135,0.9906680736106185,1.0,-5.009345,False
ENSG00000307957,-0.011696102,-2.6605728,0.9906680736106185,1.0,-3.838395,False
ENSG00000300817,-0.011696102,-2.353286,0.9906680736106185,1.0,-3.3950741,False
ENSG00000304846,-0.011696102,-2.7381792,0.9906680736106185,1.0,-3.9503577,False
ENSG00000307796,-0.011696102,-2.7857163,0.9906680736106185,1.0,-4.018939,False
ENSG00000297370,-0.011696102,-2.0896356,0.9906680736106185,1.0,-3.014707,False
ENSG00000291243,-0.011696102,-1.8498887,0.9906680736106185,1.0,-2.6688251,False
ENSG00000305707,-0.011696102,-2.6360233,0.9906680736106185,1.0,-3.8029778,False
KAAG1,-0.011696102,-3.5295203,0.9906680736106185,1.0,-5.0920215,False
ENSG00000308210,-0.011696102,-1.3873867,0.9906680736106185,1.0,-2.001576,False
ENSG00000303585,-0.011696102,-3.0614452,0.9906680736106185,1.0,-4.416732,False
ENSG00000296242,-0.011696102,-2.2627883,0.9906680736106185,1.0,-3.2645135,False
ENSG00000294657,-0.011696102,-1.751882,0.9906680736106185,1.0,-2.5274312,False
OR5AU1,-0.011696102,-2.3159444,0.9906680736106185,1.0,-3.3412018,False
ENSG00000248597,-0.011696102,-1.8975701,0.9906680736106185,1.0,-2.7376149,False
ENSG00000295377,-0.011696102,-1.7701921,0.9906680736106185,1.0,-2.5538476,False
ENSG00000286513,-0.011696102,-2.1292448,0.9906680736106185,1.0,-3.071851,False
ENSG00000303622,-0.011696102,-2.4644847,0.9906680736106185,1.0,-3.5554998,False
ENSG00000303218,-0.011696102,-1.6800047,0.9906680736106185,1.0,-2.4237347,False
ENSG00000305732,-0.011696102,-2.5184567,0.9906680736106185,1.0,-3.633365,False
ENSG00000268673,-0.011696102,-2.1978858,0.9906680736106185,1.0,-3.170879,False
ENSG00000204003,-0.011696102,-2.3976245,0.9906680736106185,1.0,-3.4590409,False
ANKRD60,-0.011696102,-2.5619845,0.9906680736106185,1.0,-3.6961625,False
LINC02469,-0.011696102,-1.5972253,0.9906680736106185,1.0,-2.304309,False
ENSG00000300117,-0.011696102,-1.8479455,0.9906680736106185,1.0,-2.6660216,False
ENSG00000307206,-0.011696102,-1.4175931,0.9906680736106185,1.0,-2.0451546,False
ENSG00000308848,-0.011696102,-2.0047867,0.9906680736106185,1.0,-2.8922958,False
ENSG00000299416,-0.011696102,-2.2755198,0.9906680736106185,1.0,-3.2828813,False
ENSG00000285068,-0.011697805,0.42492288,0.9906667148520728,1.0,0.613034,False
ENSG00000301006,-0.011699508,0.3761278,0.9906653560935542,1.0,0.54263777,False
ENSG00000301393,-0.011700076,0.32016817,0.9906649031740541,1.0,0.46190518,False
SERPINA3,-0.011704617,0.3497552,0.9906612798181609,1.0,0.50459003,False
ENSG00000309981,-0.011705752,0.29552785,0.9906603739792177,1.0,0.42635652,False
ENSG00000304650,-0.011705752,0.32675242,0.9906603739792177,1.0,0.47140408,False
LINC02160,-0.011706888,0.18950215,0.9906594681402866,1.0,0.2733938,False
ENSG00000258938,-0.011709159,0.07771261,0.9906576564624604,1.0,0.112115726,False
ENSG00000301521,-0.0117102945,0.15002257,0.9906567506235654,1.0,0.21643682,False
LINC01570,-0.01171143,-0.11030448,0.9906558447846824,1.0,-0.15913576,False
ENSG00000299032,-0.01171143,-0.050899662,0.9906558447846824,1.0,-0.073432714,False
ENSG00000285773,-0.011712565,0.056790963,0.9906549389458115,1.0,0.081932135,False
LINC02385,-0.0117137,0.14792828,0.9906540331069525,1.0,0.21341531,False
ENSG00000259915,-0.011714268,0.27478758,0.9906535801875276,1.0,0.39643455,False
ENSG00000296253,-0.011714836,-0.04659654,0.9906531272681057,1.0,-0.067224674,False
ENSG00000307577,-0.011714836,0.059371483,0.9906531272681057,1.0,0.08565496,False
ENSG00000287405,-0.011715971,-0.10264658,0.9906522214292709,1.0,-0.14808773,False
ENSG00000297641,-0.011715971,-0.27054062,0.9906522214292709,1.0,-0.3903077,False
ENSG00000303108,-0.011715971,-0.12567167,0.9906522214292709,1.0,-0.18130589,False
ENSG00000287477,-0.011715971,-0.080517866,0.9906522214292709,1.0,-0.11616273,False
ENSG00000286310,-0.011715971,-0.1366583,0.9906522214292709,1.0,-0.1971563,False
ENSG00000298579,-0.011717106,-0.08757015,0.9906513155904482,1.0,-0.12633708,False
LINC01451,-0.011717106,0.22638643,0.9906513155904482,1.0,0.32660654,False
ENSG00000305032,-0.011717106,-0.22734849,0.9906513155904482,1.0,-0.3279945,False
ENSG00000301489,-0.0117182415,-0.089207925,0.9906504097516374,1.0,-0.1286999,False
ENSG00000290574,-0.011719377,-0.38762596,0.9906495039128388,1.0,-0.5592261,False
ENSG00000229229,-0.011720513,-0.22009628,0.9906485980740521,1.0,-0.3175318,False
ENSG00000309001,-0.011720513,-0.09025025,0.9906485980740521,1.0,-0.13020371,False
ENSG00000302822,-0.011722784,-0.3092773,0.9906467863965152,1.0,-0.44619298,False
ENSG00000309389,-0.011722784,-0.24480948,0.9906467863965152,1.0,-0.35318556,False
CH25H,-0.011722784,-0.34829554,0.9906467863965152,1.0,-0.5024842,False
IL22RA1,-0.011722784,-0.30249932,0.9906467863965152,1.0,-0.43641418,False
ENSG00000301226,-0.011723919,-0.4873052,0.9906458805577647,1.0,-0.70303285,False
ENSG00000254645,-0.011723919,-0.39968228,0.9906458805577647,1.0,-0.57661974,False
ENSG00000294189,-0.011723919,-0.45147735,0.9906458805577647,1.0,-0.6513441,False
FIGLA,-0.011725054,-0.27575552,0.9906449747190263,1.0,-0.39783126,False
ENSG00000301846,-0.011725054,-0.27418628,0.9906449747190263,1.0,-0.39556712,False
LINC01103,-0.011725054,-0.32400003,0.9906449747190263,1.0,-0.46743336,False
ENSG00000310322,-0.011725622,0.15653154,0.9906445217996617,1.0,0.22582729,False
ENSG00000295577,-0.011726189,0.1100929,0.9906440688803,1.0,0.15883031,False
ENSG00000224970,-0.011727325,-0.34152463,0.9906431630415858,1.0,-0.492716,False
ENSG00000297566,-0.011727325,-0.72324365,0.9906431630415858,1.0,-1.04342,False
ENSG00000232153,-0.01172846,-0.39947584,0.9906422572028836,1.0,-0.5763217,False
ENSG00000309626,-0.011729595,-0.5527452,0.9906413513641935,1.0,-0.79744285,False
ENSG00000287958,-0.0117307305,-0.57880366,0.9906404455255154,1.0,-0.83503705,False
ENSG00000300627,-0.011731867,-0.49674103,0.9906395396868494,1.0,-0.71664584,False
LNCPRESS1,-0.011731867,-0.54943365,0.9906395396868494,1.0,-0.79266524,False
ENSG00000262777,-0.011731867,-0.37676212,0.9906395396868494,1.0,-0.5435527,False
ENSG00000254648,-0.011731867,-0.44198394,0.9906395396868494,1.0,-0.637648,False
ENSG00000260832,-0.011733002,-0.53465164,0.9906386338481955,1.0,-0.77133924,False
ENSG00000306168,-0.011733002,-0.5716625,0.9906386338481955,1.0,-0.8247346,False
KRT23,-0.011735273,-0.78245425,0.9906368221709239,1.0,-1.128843,False
GFI1,-0.01173584,-0.041339654,0.9906363692516135,1.0,-0.059640516,False
ENSG00000262298,-0.011736408,-0.8512935,0.9906359163323061,1.0,-1.2281568,False
ENSG00000306424,-0.011736408,-0.91014254,0.9906359163323061,1.0,-1.3130581,False
CORT,-0.011736408,-0.82716197,0.9906359163323061,1.0,-1.1933424,False
ENSG00000298934,-0.011737543,-0.9787198,0.9906350104937004,1.0,-1.4119941,False
ENSG00000297768,-0.011737543,-0.6910369,0.9906350104937004,1.0,-0.9969555,False
ENSG00000309457,-0.011738111,0.06369759,0.9906345575744021,1.0,0.09189633,False
ENSG00000299882,-0.011738678,-0.7617276,0.9906341046551068,1.0,-1.0989406,False
ENSG00000298909,-0.011739814,-0.7686688,0.9906331988165253,1.0,-1.1089547,False
ENSG00000303528,-0.011740949,-0.7631864,0.9906322929779559,1.0,-1.1010451,False
ENSG00000231698,-0.011741517,-0.13070187,0.9906318400586757,1.0,-0.18856297,False
ENSG00000298008,-0.011745491,-1.1595348,0.9906286696237989,1.0,-1.6728551,False
ENSG00000272862,-0.0117471935,-0.11205879,0.9906273108660398,1.0,-0.16166665,False
ENSG00000297433,-0.011747762,0.047239408,0.9906268579467928,1.0,0.068152085,False
ENSG00000277687,-0.011749465,0.017452305,0.9906254991890701,1.0,0.025178434,False
ENSG00000238258,-0.011749465,-0.2147104,0.9906254991890701,1.0,-0.30976155,False
ENSG00000277342,-0.0117506,-0.14585073,0.9906245933506033,1.0,-0.2104181,False
BMAL2-AS1,-0.011754574,-0.0028165567,0.9906214229160648,1.0,-0.004063476,False
ENSG00000286211,-0.011755141,0.014947513,0.9906209699968571,1.0,0.021564765,False
ENSG00000305873,-0.011756277,-0.13927585,0.9906200641584507,1.0,-0.20093255,False
ENSG00000294091,-0.011757412,-0.30597964,0.9906191583200565,1.0,-0.44143543,False
ENSG00000297738,-0.011757412,-0.21290702,0.9906191583200565,1.0,-0.30716,False
LINC02840,-0.011758548,-0.097966835,0.9906182524816743,1.0,-0.14133626,False
CHRNG,-0.011759115,-0.24141194,0.9906177995624879,1.0,-0.3482839,False
FAM25EP,-0.011761386,0.031428296,0.9906159878857719,1.0,0.045341566,False
ENSG00000230159,-0.011764225,-0.5452539,0.9906137232899451,1.0,-0.786635,False
TAS2R30,-0.01176536,-0.35514003,0.9906128174516355,1.0,-0.51235867,False
ZMYND10-AS1,-0.011765928,-0.15766299,0.9906123645324852,1.0,-0.2274597,False
ENSG00000298717,-0.011774443,-0.3518316,0.9906055707455947,1.0,-0.50758564,False
ENSG00000267509,-0.011781256,-0.49383545,0.9906001357165727,1.0,-0.7124539,False
ENSG00000293929,-0.011782391,0.07209295,0.9905992298784447,1.0,0.10400808,False
ENSG00000296306,-0.01179488,0.017632874,0.9905892656598374,1.0,0.02543885,False
ENSG00000304162,-0.01179488,-0.014873606,0.9905892656598374,1.0,-0.021458156,False
ENSG00000304466,-0.0117965825,-0.1201882,0.9905879069028682,1.0,-0.17339487,False
ENSG00000304765,-0.011798854,-0.26540726,0.990586095226952,1.0,-0.3829016,False
ENSG00000306023,-0.011801692,-0.71866024,0.9905838306321247,1.0,-1.0368075,False
ENSG00000309242,-0.01180453,0.03197652,0.9905815660373734,1.0,0.046132326,False
ENSG00000298834,-0.011806234,-0.59060633,0.990580207280559,1.0,-0.8520649,False
ENSG00000268636,-0.011808504,-0.70947754,0.990578395604849,1.0,-1.0235597,False
FNDC1,-0.011810208,-0.33968136,0.9905770368480984,1.0,-0.49005675,False
ENSG00000291264,-0.011814749,-0.40039894,0.990573413496897,1.0,-0.57765365,False
SPTBN5,-0.011819858,-0.04652361,0.9905693372270278,1.0,-0.06711944,False
ENSG00000299052,-0.011820426,-0.32618648,0.9905688843081687,1.0,-0.47058767,False
ENSG00000300987,-0.011822129,-0.20308419,0.9905675255516094,1.0,-0.2929886,False
GRM5-AS1,-0.011826103,-0.28249905,0.9905643551197443,1.0,-0.40755996,False
H3C11,-0.0118295085,-0.35583815,0.9905616376068356,1.0,-0.51336586,False
HSPA5-DT,-0.011832347,-0.09239499,0.9905593730128286,1.0,-0.1332977,False
ENSG00000310412,-0.011849945,-0.4480634,0.9905453325316839,1.0,-0.64641887,False
LINC02242,-0.011888549,-0.09149798,0.9905145340671765,1.0,-0.1320036,False
ENSG00000302784,-0.011901038,-0.14069997,0.9905045698610951,1.0,-0.20298725,False
ENSG00000290009,-0.011904444,0.040991534,0.9905018523506026,1.0,0.059138298,False
ENSG00000267140,-0.01192261,-0.116177775,0.9904873589631711,1.0,-0.16760916,False
ENSG00000231557,-0.01195213,-0.58191365,0.990463807215292,1.0,-0.839524,False
ENSG00000295769,-0.011956104,-0.5024312,0.9904606367883271,1.0,-0.72485507,False
HRG-AS1,-0.011964619,-0.18210877,0.9904538430167665,1.0,-0.2627276,False
STARD5,-0.01197654,-0.52414566,0.9904443317377448,1.0,-0.7561823,False
ENSG00000296426,-0.0119782435,-0.34333786,0.9904429729837096,1.0,-0.4953319,False
SLC2A9-AS1,-0.011996977,-0.17266424,0.9904280266911535,1.0,-0.24910179,False
CD79A,-0.012014575,-0.4976145,0.9904139862375696,1.0,-0.71790606,False
HAUS8,-0.012225756,-0.17256913,0.9902455010273629,1.0,-0.24896455,False
ENSG00000295597,-0.012286499,-0.28315482,0.9901970389637917,1.0,-0.40850595,False
NMBR,-0.012323966,-0.23297764,0.9901671464940052,1.0,-0.33611566,False
ENSG00000297286,-0.012413094,-0.11447133,0.9900960387047566,1.0,-0.16514727,False
ARSD-AS1,-0.012417635,-0.32014388,0.9900924153800177,1.0,-0.46187004,False
AP1AR-DT,-0.012519819,-0.41058034,0.9900108906275529,1.0,-0.5923422,False
ENSG00000304808,-0.012621435,-0.48261264,0.9899298188938073,1.0,-0.69626284,False
LINC02936,-0.012757113,0.046740003,0.9898215724394864,1.0,0.067431405,False
ENSG00000294730,-0.012936503,-0.40028954,0.9896784518924395,1.0,-0.5774957,False
ENSG00000305756,-0.013122705,-0.16997659,0.9895298967392662,1.0,-0.2452243,False
ENSG00000276406,-0.013145412,0.22010761,0.9895117802819016,1.0,0.31754813,False
ENSG00000304643,-0.013156766,0.3756282,0.9895027220552466,1.0,0.5419169,False
ENSG00000267443,-0.013156766,0.21486771,0.9895027220552466,1.0,0.30998865,False
ENSG00000301255,-0.013156766,0.13895395,0.9895027220552466,1.0,0.20046821,False
LINC02783,-0.013156766,0.22848903,0.9895027220552466,1.0,0.32964006,False
ENSG00000304938,-0.013156766,-0.0062875445,0.9895027220552466,1.0,-0.009070961,False
ENSG00000300139,-0.013156766,-0.051713753,0.9895027220552466,1.0,-0.07460728,False
ENSG00000309413,-0.013156766,0.18309383,0.9895027220552466,1.0,0.26414847,False
ENSG00000296707,-0.013156766,-0.30577528,0.9895027220552466,1.0,-0.4411406,False
LINC03075,-0.013156766,-0.05710674,0.9895027220552466,1.0,-0.08238763,False
ENSG00000297648,-0.013156766,-0.21933009,0.9895027220552466,1.0,-0.31642655,False
ENSG00000309516,-0.013156766,0.14101292,0.9895027220552466,1.0,0.20343867,False
ENSG00000300409,-0.013156766,-0.13861316,0.9895027220552466,1.0,-0.19997667,False
ENSG00000304678,-0.013156766,0.21478936,0.9895027220552466,1.0,0.30987558,False
ENSG00000301421,-0.013156766,0.21625936,0.9895027220552466,1.0,0.3119963,False
ENSG00000294114,-0.013156766,-0.08147138,0.9895027220552466,1.0,-0.117538296,False
ENSG00000287392,-0.013156766,0.8761631,0.9895027220552466,1.0,1.2640362,False
ENSG00000261204,-0.013156766,0.06550069,0.9895027220552466,1.0,0.09449752,False
LDC1P,-0.013156766,-0.33022133,0.9895027220552466,1.0,-0.47640884,False
ENSG00000298993,-0.013156766,0.18267377,0.9895027220552466,1.0,0.26354244,False
ENSG00000305949,-0.013156766,0.3267819,0.9895027220552466,1.0,0.47144663,False
ENSG00000262921,-0.013156766,0.21694547,0.9895027220552466,1.0,0.31298622,False
PACERR,-0.013156766,-0.27831784,0.9895027220552466,1.0,-0.40152773,False
ENSG00000270829,-0.013157901,-0.5649974,0.9895018162326554,1.0,-0.8151189,False
ENSG00000296782,-0.013157901,0.026381867,0.9895018162326554,1.0,0.03806095,False
ENSG00000303809,-0.013157901,-0.19622989,0.9895018162326554,1.0,-0.28309986,False
FOXD4L6,-0.013157901,-0.30261716,0.9895018162326554,1.0,-0.43658432,False
ENSG00000254739,-0.013157901,-0.08569022,0.9895018162326554,1.0,-0.123624794,False
ENSG00000301785,-0.013157901,0.007967417,0.9895018162326554,1.0,0.011494638,False
LINC02338,-0.013157901,0.12616388,0.9895018162326554,1.0,0.18201602,False
ENSG00000266369,-0.013157901,-0.041794915,0.9895018162326554,1.0,-0.060297318,False
ENSG00000300951,-0.013157901,-0.35006425,0.9895018162326554,1.0,-0.50503594,False
ENSG00000302363,-0.013157901,-0.5633138,0.9895018162326554,1.0,-0.8126901,False
ENSG00000236892,-0.013157901,-0.23821948,0.9895018162326554,1.0,-0.34367803,False
ENSG00000304007,-0.013157901,-0.38399515,0.9895018162326554,1.0,-0.55398786,False
ENSG00000300810,-0.013157901,-0.21181792,0.9895018162326554,1.0,-0.30558866,False
ERLNC1,-0.013157901,-0.4838477,0.9895018162326554,1.0,-0.6980446,False
ENSG00000306231,-0.013157901,-0.17732431,0.9895018162326554,1.0,-0.25582498,False
ENSG00000301633,-0.013157901,0.021956291,0.9895018162326554,1.0,0.031676304,False
ENSG00000301774,-0.013157901,-0.07043975,0.9895018162326554,1.0,-0.10162308,False
ADGRF4,-0.013157901,0.12290162,0.9895018162326554,1.0,0.17730942,False
ENSG00000301590,-0.013159038,-0.35592043,0.9895009104100779,1.0,-0.5134847,False
ENSG00000293742,-0.013159038,-0.057519305,0.9895009104100779,1.0,-0.08298282,False
ENSG00000274758,-0.013159038,-0.26950207,0.9895009104100779,1.0,-0.38880923,False
ENSG00000302112,-0.013159038,-0.64128053,0.9895009104100779,1.0,-0.9251724,False
ENSG00000296042,-0.013159038,-0.19559497,0.9895009104100779,1.0,-0.28218386,False
ENSG00000287873,-0.013159038,-0.6811102,0.9895009104100779,1.0,-0.98263425,False
ENSG00000233332,-0.013159038,-0.8044225,0.9895009104100779,1.0,-1.1605364,False
ENSG00000297362,-0.013159038,-0.651562,0.9895009104100779,1.0,-0.94000524,False
ENSG00000298495,-0.013159038,-0.86191237,0.9895009104100779,1.0,-1.2434766,False
ENSG00000307605,-0.013159038,0.32589817,0.9895009104100779,1.0,0.47017166,False
ENSG00000308058,-0.013159038,-0.35272866,0.9895009104100779,1.0,-0.5088798,False
ENSG00000301197,-0.013159038,-0.9692891,0.9895009104100779,1.0,-1.3983886,False
LIMS1-AS1,-0.013159038,-0.7720399,0.9895009104100779,1.0,-1.113818,False
ENSG00000295497,-0.013159038,-0.6000932,0.9895009104100779,1.0,-0.8657515,False
COL25A1-DT,-0.013159038,-0.89777744,0.9895009104100779,1.0,-1.2952192,False
ENSG00000228686,-0.013159038,-0.5391073,0.9895009104100779,1.0,-0.7777674,False
ENSG00000233069,-0.013159038,-0.100479655,0.9895009104100779,1.0,-0.1449615,False
ENSG00000283999,-0.013159038,-0.6566183,0.9895009104100779,1.0,-0.94729996,False
ENSG00000285610,-0.013159038,-0.6337335,0.9895009104100779,1.0,-0.9142843,False
ENSG00000235435,-0.013159038,-0.9537102,0.9895009104100779,1.0,-1.3759129,False
ENSG00000291282,-0.013159038,-0.6720934,0.9895009104100779,1.0,-0.96962583,False
ENSG00000287437,-0.013159038,-0.48111352,0.9895009104100779,1.0,-0.69409996,False
ENSG00000310298,-0.013159038,-0.5917373,0.9895009104100779,1.0,-0.8536964,False
ENSG00000296134,-0.013159038,0.031276915,0.9895009104100779,1.0,0.04512306,False
ENSG00000303193,-0.013159038,-0.7773466,0.9895009104100779,1.0,-1.1214741,False
ENSG00000231963,-0.013159038,-1.081867,0.9895009104100779,1.0,-1.5608041,False
ENSG00000308591,-0.013159038,-0.5660763,0.9895009104100779,1.0,-0.81667536,False
ENSG00000295531,-0.013159038,-0.5415311,0.9895009104100779,1.0,-0.7812641,False
ENSG00000301652,-0.013159038,-0.7116952,0.9895009104100779,1.0,-1.0267591,False
ENSG00000294000,-0.013159038,-0.47584537,0.9895009104100779,1.0,-0.68649966,False
ENSG00000300751,-0.013159038,-0.32458532,0.9895009104100779,1.0,-0.46827766,False
ENSG00000276487,-0.013159038,-0.72795886,0.9895009104100779,1.0,-1.0502228,False
DLX1,-0.013159038,-0.54518044,0.9895009104100779,1.0,-0.78652906,False
ENSG00000242795,-0.013159038,-0.13764386,0.9895009104100779,1.0,-0.19857809,False
ENSG00000254434,-0.013159038,-0.347579,0.9895009104100779,1.0,-0.5014505,False
LINC02757,-0.013159038,-0.5125839,0.9895009104100779,1.0,-0.7395022,False
ENSG00000310001,-0.013159038,-0.5472017,0.9895009104100779,1.0,-0.78944516,False
ENSG00000264932,-0.013159038,-0.19657914,0.9895009104100779,1.0,-0.28360376,False
ENSG00000297850,-0.013159038,-1.0047698,0.9895009104100779,1.0,-1.4495765,False
ENSG00000304288,-0.013159038,-0.7780394,0.9895009104100779,1.0,-1.1224737,False
TEX36-AS1,-0.013159038,-0.5827341,0.9895009104100779,1.0,-0.8407076,False
ENSG00000309523,-0.013159038,-0.64833283,0.9895009104100779,1.0,-0.93534654,False
LINC02530,-0.013159038,-0.5866839,0.9895009104100779,1.0,-0.8464059,False
ENSG00000308247,-0.013159038,-0.4884273,0.9895009104100779,1.0,-0.7046517,False
ENSG00000301152,-0.013160173,-0.7066941,0.9895000045875139,1.0,-1.0195441,False
ENSG00000305714,-0.013160173,-1.015773,0.9895000045875139,1.0,-1.4654508,False
ENSG00000302205,-0.013160173,-1.2366222,0.9895000045875139,1.0,-1.7840686,False
ENSG00000307917,-0.013160173,-0.77389246,0.9895000045875139,1.0,-1.116491,False
ENSG00000248738,-0.013160173,-0.96465725,0.9895000045875139,1.0,-1.3917062,False
ENSG00000305475,-0.013160173,-0.26136246,0.9895000045875139,1.0,-0.37706643,False
ENSG00000251257,-0.013160173,-0.8294002,0.9895000045875139,1.0,-1.1965716,False
ENSG00000285611,-0.013160173,-0.58743215,0.9895000045875139,1.0,-0.84748536,False
OR4F15,-0.013160173,-0.65800637,0.9895000045875139,1.0,-0.94930255,False
XKR4-AS1,-0.013160173,-0.4249854,0.9895000045875139,1.0,-0.6131243,False
TREML4,-0.013160173,-0.8317299,0.9895000045875139,1.0,-1.1999326,False
ENSG00000296186,-0.013160173,-0.9719059,0.9895000045875139,1.0,-1.4021639,False
ENSG00000293574,-0.013160173,-0.5701807,0.9895000045875139,1.0,-0.822597,False
ENSG00000299778,-0.013160173,-0.39708486,0.9895000045875139,1.0,-0.57287234,False
ENSG00000299206,-0.013160173,-0.30746606,0.9895000045875139,1.0,-0.4435798,False
ENSG00000272788,-0.013160173,-0.8524576,0.9895000045875139,1.0,-1.2298363,False
ENSG00000267328,-0.013160173,-0.79514635,0.9895000045875139,1.0,-1.1471536,False
PSG5,-0.013160173,-1.0249319,0.9895000045875139,1.0,-1.4786644,False
ENSG00000310038,-0.013160173,-0.4673839,0.9895000045875139,1.0,-0.67429245,False
LINC02651,-0.013160173,-0.95611906,0.9895000045875139,1.0,-1.3793883,False
ENSG00000297335,-0.013160173,-1.0276172,0.9895000045875139,1.0,-1.4825383,False
ENSG00000299380,-0.013160173,-0.71309227,0.9895000045875139,1.0,-1.0287746,False
ENSG00000305031,-0.013160173,-1.2016903,0.9895000045875139,1.0,-1.7336726,False
LINC01143,-0.013160173,-0.7529827,0.9895000045875139,1.0,-1.0863242,False
ENSG00000310106,-0.013160173,-0.72053134,0.9895000045875139,1.0,-1.0395069,False
ENSG00000250497,-0.013160173,-1.0993938,0.9895000045875139,1.0,-1.58609,False
ENSG00000309733,-0.013160173,-0.3162709,0.9895000045875139,1.0,-0.45628256,False
TRIM77,-0.013160173,-0.9999777,0.9895000045875139,1.0,-1.4426628,False
ENSG00000272510,-0.013160173,-1.3105004,0.9895000045875139,1.0,-1.8906523,False
ENSG00000288528,-0.013160173,-0.79982173,0.9895000045875139,1.0,-1.153899,False
OR2C1,-0.013160173,-1.5596597,0.9895000045875139,1.0,-2.2501135,False
ENSG00000310366,-0.013160173,-1.2338413,0.9895000045875139,1.0,-1.7800566,False
ENSG00000294413,-0.013160173,-0.67563695,0.9895000045875139,1.0,-0.97473806,False
ENSG00000298649,-0.013160173,-0.84993744,0.9895000045875139,1.0,-1.2262006,False
ENSG00000293783,-0.013160173,-0.65634346,0.9895000045875139,1.0,-0.9469035,False
ENSG00000301375,-0.013160173,-0.82183737,0.9895000045875139,1.0,-1.1856607,False
GTSCR1,-0.013160173,0.14047769,0.9895000045875139,1.0,0.2026664,False
ENSG00000305235,-0.013160173,-0.6885277,0.9895000045875139,1.0,-0.9933356,False
ENSG00000300385,-0.013160173,-1.059901,0.9895000045875139,1.0,-1.5291139,False
ENSG00000308810,-0.013160173,-0.5502741,0.9895000045875139,1.0,-0.79387766,False
ENSG00000305173,-0.013160173,-0.9174863,0.9895000045875139,1.0,-1.3236529,False
ENSG00000265912,-0.013160173,-0.64933467,0.9895000045875139,1.0,-0.9367921,False
ENSG00000305833,-0.013160173,-0.4727231,0.9895000045875139,1.0,-0.6819953,False
ENSG00000290652,-0.013160173,-0.82226944,0.9895000045875139,1.0,-1.1862841,False
ENSG00000294710,-0.013161308,-1.2042964,0.9894990987649633,1.0,-1.7374324,False
ENSG00000287534,-0.013161308,-1.3565443,0.9894990987649633,1.0,-1.9570795,False
ENSG00000297751,-0.013161308,-1.9817024,0.9894990987649633,1.0,-2.8589923,False
ENSG00000302951,-0.013161308,-1.1218948,0.9894990987649633,1.0,-1.618552,False
MMP12,-0.013161308,-1.4064392,0.9894990987649633,1.0,-2.0290627,False
ENSG00000224250,-0.013161308,-1.2866277,0.9894990987649633,1.0,-1.8562114,False
ENSG00000237798,-0.013161308,-1.44154,0.9894990987649633,1.0,-2.0797026,False
MOS,-0.013161308,-1.1014401,0.9894990987649633,1.0,-1.5890421,False
ENSG00000305154,-0.013161308,-1.2611065,0.9894990987649633,1.0,-1.819392,False
ENSG00000297308,-0.013161308,-0.9198978,0.9894990987649633,1.0,-1.327132,False
IL6R-AS1,-0.013161308,-1.4810001,0.9894990987649633,1.0,-2.1366313,False
ENSG00000303212,-0.013161308,-1.0812477,0.9894990987649633,1.0,-1.5599107,False
ENSG00000309191,-0.013161308,-1.4710654,0.9894990987649633,1.0,-2.1222987,False
ENSG00000285792,-0.013161308,-1.5047202,0.9894990987649633,1.0,-2.1708524,False
ENSG00000291126,-0.013161308,-1.3111707,0.9894990987649633,1.0,-1.8916194,False
ENSG00000272871,-0.013161308,-1.2695764,0.9894990987649633,1.0,-1.8316116,False
ENSG00000300298,-0.013161308,-1.0398042,0.9894990987649633,1.0,-1.5001204,False
ENSG00000305501,-0.013161308,-1.1290903,0.9894990987649633,1.0,-1.6289328,False
ENSG00000308545,-0.013161308,-1.0148658,0.9894990987649633,1.0,-1.4641418,False
ENSG00000298723,-0.013161308,-0.9699659,0.9894990987649633,1.0,-1.3993651,False
ENSG00000298186,-0.013161308,-1.1413387,0.9894990987649633,1.0,-1.6466036,False
IL25,-0.013161308,-1.4072361,0.9894990987649633,1.0,-2.0302126,False
OLIG1,-0.013161308,-0.75422686,0.9894990987649633,1.0,-1.0881194,False
ENSG00000302123,-0.013161308,-1.6630366,0.9894990987649633,1.0,-2.3992546,False
ENSG00000305257,-0.013161308,-0.8458407,0.9894990987649633,1.0,-1.2202903,False
LINC02039,-0.013161308,-1.1059201,0.9894990987649633,1.0,-1.5955055,False
LINC01048,-0.013161308,-1.1596968,0.9894990987649633,1.0,-1.6730889,False
ENSG00000310023,-0.013161308,-1.3052403,0.9894990987649633,1.0,-1.8830637,False
ENSG00000288029,-0.013161308,-0.97159404,0.9894990987649633,1.0,-1.401714,False
ENSG00000308066,-0.013161308,-1.247818,0.9894990987649633,1.0,-1.8002208,False
ENSG00000287441,-0.013161308,-1.1251087,0.9894990987649633,1.0,-1.6231887,False
OR10A2,-0.013161308,-1.1072564,0.9894990987649633,1.0,-1.5974332,False
ENSG00000298282,-0.013161308,-1.6612972,0.9894990987649633,1.0,-2.3967452,False
ENSG00000306256,-0.013161308,-1.3365438,0.9894990987649633,1.0,-1.9282253,False
